id,magnitude,location,timestamp,longitude,latitude
607,0.22,"8 km W of Hoodsport, Washington",2023-07-12 01:09:12.430,-123.26,47.40
608,0.15,"8 km NE of Ashford, Washington",2023-07-12 02:28:03.710,-121.94,46.80
609,0.63,"2 km NW of Bonney Lake, Washington",2023-07-12 11:38:46.160,-122.21,47.19
610,0.34,"14 km NE of Ashford, Washington",2023-07-12 18:10:39.540,-121.92,46.87
611,0.76,"8 km E of Ashford, Washington",2023-07-13 06:35:16.510,-121.92,46.77
612,0.14,"22 km ENE of Ashford, Washington",2023-07-13 07:44:50.310,-121.76,46.85
613,1.55,Washington,2023-07-14 00:01:53.760,-122.21,46.98
614,0.40,"12 km ESE of Carbonado, Washington",2023-07-14 09:32:30.520,-121.89,47.04
615,0.53,"19 km NNE of Ashford, Washington",2023-07-14 23:38:45.240,-121.92,46.92
616,2.05,"14 km NE of Lake Cavanaugh, Washington",2023-07-16 02:48:40.150,-121.86,48.41
617,0.45,"20 km NNE of Ashford, Washington",2023-07-16 02:58:35.700,-121.91,46.92
618,0.57,"15 km NE of Lake Cavanaugh, Washington",2023-07-16 15:07:19.370,-121.86,48.41
619,1.27,"23 km ENE of Ashford, Washington",2023-07-16 21:06:07.450,-121.76,46.85
620,1.57,"3 km NNW of Edmonds, Washington",2023-07-17 05:52:47.760,-122.40,47.84
621,1.61,"3 km NNW of Edmonds, Washington",2023-07-17 06:08:30.590,-122.41,47.84
622,1.63,"6 km S of Port Ludlow, Washington",2023-07-17 17:36:57.070,-122.68,47.87
623,0.26,"3 km W of Darrington, Washington",2023-07-17 18:29:26.970,-121.64,48.25
624,1.24,"10 km ESE of Carnation, Washington",2023-07-18 07:34:19.540,-121.78,47.63
625,-0.03,"26 km ENE of Ashford, Washington",2023-07-18 07:51:34.330,-121.72,46.85
626,1.01,"25 km ENE of Ashford, Washington",2023-07-18 08:32:07.540,-121.73,46.85
627,0.70,"9 km SSW of Darrington, Washington",2023-07-18 11:50:16.910,-121.67,48.18
628,0.13,"25 km ENE of Ashford, Washington",2023-07-18 12:07:13.090,-121.73,46.86
629,1.06,"7 km NE of Duvall, Washington",2023-07-18 18:39:04.890,-121.93,47.80
630,0.26,"3 km ESE of Duvall, Washington",2023-07-19 09:23:19.430,-121.94,47.73
631,1.23,"5 km S of Seabeck, Washington",2023-07-19 10:16:25.620,-122.84,47.59
632,0.46,"5 km WSW of Gorst, Washington",2023-07-19 12:41:40.920,-122.77,47.50
633,0.81,"10 km SW of Darrington, Washington",2023-07-19 13:46:04.430,-121.68,48.18
634,1.27,Washington,2023-07-19 17:10:54.700,-121.75,46.85
635,1.32,"24 km NE of Amanda Park, Washington",2023-07-19 19:40:26.970,-123.66,47.62
636,0.62,"11 km NE of Ashford, Washington",2023-07-20 11:54:02.210,-121.93,46.83
637,1.40,"5 km SE of Enumclaw, Washington",2023-07-20 20:07:47.740,-121.94,47.17
638,0.62,"20 km ENE of Ashford, Washington",2023-07-21 07:28:57.420,-121.79,46.84
639,-0.03,"Puget Sound region, Washington",2023-07-21 07:29:05.030,-122.88,47.81
640,0.17,"12 km NE of Ashford, Washington",2023-07-21 08:49:05.970,-121.94,46.85
641,1.03,"9 km SW of Skykomish, Washington",2023-07-21 10:36:55.620,-121.45,47.64
642,0.20,"14 km NNE of Ashford, Washington",2023-07-21 17:25:07.930,-121.93,46.87
643,2.42,"11 km SW of Brinnon, Washington",2023-07-21 17:39:03.540,-123.00,47.61
644,1.25,"3 km SE of Graham, Washington",2023-07-21 22:34:54.490,-122.27,47.03
645,1.30,"3 km WSW of Gorst, Washington",2023-07-21 23:40:03.250,-122.75,47.52
646,0.85,"5 km SSW of May Creek, Washington",2023-07-22 05:26:48.930,-121.68,47.81
647,0.76,"0 km WSW of Waller, Washington",2023-07-22 13:25:50.960,-122.38,47.20
648,1.00,Washington,2023-07-22 14:56:40.940,-121.82,47.59
649,0.57,"25 km ENE of Ashford, Washington",2023-07-22 16:13:10.240,-121.74,46.87
650,0.33,"23 km ENE of Ashford, Washington",2023-07-22 22:25:34.750,-121.76,46.86
651,0.77,"4 km W of Clinton, Washington",2023-07-24 09:17:41.750,-122.42,47.98
652,1.53,"3 km SSE of Quilcene, Washington",2023-07-24 16:42:48.900,-122.86,47.79
653,0.61,"23 km ENE of Ashford, Washington",2023-07-25 10:06:31.910,-121.76,46.87
654,0.74,"17 km ENE of Ashford, Washington",2023-07-25 14:48:10.530,-121.83,46.83
655,1.13,"3 km S of Monroe, Washington",2023-07-25 19:01:17.880,-121.97,47.83
656,0.71,"Puget Sound region, Washington",2023-07-26 09:08:39.230,-122.70,47.71
657,1.19,"0 km NNW of Esperance, Washington",2023-07-26 12:10:06.500,-122.36,47.79
658,0.47,"18 km ENE of Ashford, Washington",2023-07-26 22:07:08.860,-121.82,46.85
659,0.99,"33 km NW of Hoodsport, Washington",2023-07-27 09:01:42.670,-123.48,47.60
660,0.01,"22 km ENE of Ashford, Washington",2023-07-28 07:37:57.340,-121.76,46.84
661,0.35,"7 km E of Ashford, Washington",2023-07-28 08:59:12.170,-121.93,46.75
662,1.64,"2 km E of Granite Falls, Washington",2023-07-28 17:27:54.450,-121.94,48.09
663,0.93,"12 km WSW of Alder, Washington",2023-07-29 23:41:40.770,-122.44,46.76
664,0.07,"22 km ENE of Ashford, Washington",2023-07-30 13:09:55.730,-121.76,46.85
665,1.68,"Puget Sound region, Washington",2023-07-30 18:01:06.100,-122.75,47.56
666,0.58,"4 km NW of Mirrormont, Washington",2023-07-31 03:05:01.490,-122.03,47.49
667,0.17,"17 km SSE of Carbonado, Washington",2023-07-31 06:44:54.130,-121.94,46.94
668,0.90,"9 km ESE of Carnation, Washington",2023-07-31 07:33:20.880,-121.79,47.63
669,0.91,"8 km NNE of Ashford, Washington",2023-07-31 11:04:46.220,-121.99,46.83
670,0.97,"7 km E of Lake McMurray, Washington",2023-07-31 16:56:08.750,-122.13,48.31
671,1.32,"6 km WSW of Lake Cavanaugh, Washington",2023-07-31 17:19:20.540,-122.11,48.31
672,1.40,"2 km E of Kapowsin, Washington",2023-07-31 22:34:54.790,-122.20,46.99
673,0.95,"5 km WNW of Ashford, Washington",2023-08-01 01:39:09.390,-122.10,46.77
674,0.34,"12 km NNE of Ashford, Washington",2023-08-01 04:57:10.170,-121.98,46.87
675,0.36,"23 km ENE of Ashford, Washington",2023-08-01 15:55:56.120,-121.75,46.86
676,0.82,"3 km SSW of Monroe, Washington",2023-08-01 19:01:37.140,-121.98,47.83
677,0.35,"22 km ENE of Ashford, Washington",2023-08-01 23:54:16.840,-121.76,46.85
678,1.99,"15 km SSW of Concrete, Washington",2023-08-02 10:22:12.380,-121.84,48.41
679,0.96,"13 km NNE of Ashford, Washington",2023-08-03 02:12:43.740,-121.96,46.87
680,0.04,"14 km NNE of Ashford, Washington",2023-08-03 04:30:09.620,-121.93,46.87
681,0.28,"22 km ENE of Ashford, Washington",2023-08-03 05:35:22.610,-121.76,46.85
682,1.83,"6 km WSW of Lake Cavanaugh, Washington",2023-08-03 12:21:10.580,-122.11,48.31
683,1.23,"15 km NE of Lake Cavanaugh, Washington",2023-08-03 13:35:49.860,-121.86,48.41
684,0.51,"14 km NNE of Ashford, Washington",2023-08-03 15:39:26.840,-121.93,46.87
685,1.07,"2 km NE of Swede Heaven, Washington",2023-08-03 16:53:42.400,-121.70,48.30
686,0.41,"15 km NE of Ashford, Washington",2023-08-03 22:57:00.410,-121.91,46.87
687,1.03,"2 km NW of Woods Creek, Washington",2023-08-04 10:30:30.180,-121.92,47.90
688,0.15,"24 km ENE of Ashford, Washington",2023-08-04 19:35:37.470,-121.73,46.85
689,0.17,"23 km ENE of Ashford, Washington",2023-08-05 20:05:07.020,-121.76,46.85
690,0.36,"17 km NNE of Ashford, Washington",2023-08-06 00:09:20.870,-121.96,46.91
691,0.36,"12 km SE of Darrington, Washington",2023-08-06 01:05:14.470,-121.50,48.16
692,1.29,"13 km SSE of Darrington, Washington",2023-08-06 03:44:25.770,-121.53,48.15
693,0.56,"12 km SSE of Darrington, Washington",2023-08-06 04:18:37.370,-121.52,48.15
694,0.45,"5 km SSE of Swede Heaven, Washington",2023-08-06 23:46:53.090,-121.70,48.23
695,1.48,"1 km WNW of Bonney Lake, Washington",2023-08-07 07:30:12.610,-122.20,47.18
696,0.65,"13 km NE of Ashford, Washington",2023-08-07 19:03:49.980,-121.92,46.85
697,0.27,"10 km NE of Ashford, Washington",2023-08-07 21:03:22.390,-121.93,46.82
698,1.58,"7 km NE of Fall City, Washington",2023-08-08 01:51:07.740,-121.81,47.61
699,3.91,"9 km NNE of Snoqualmie, Washington",2023-08-08 10:17:23.910,-121.77,47.60
700,1.55,"8 km ENE of Fall City, Washington",2023-08-08 10:20:50.260,-121.79,47.61
701,0.66,"8 km ENE of Fall City, Washington",2023-08-08 10:24:56.980,-121.80,47.60
702,0.08,Washington,2023-08-08 10:25:20.020,-121.81,47.61
703,1.97,"8 km ENE of Fall City, Washington",2023-08-08 10:29:46.220,-121.79,47.61
704,0.42,"7 km NE of Fall City, Washington",2023-08-08 10:34:43.260,-121.81,47.62
705,0.04,"7 km NE of Fall City, Washington",2023-08-08 10:34:52.100,-121.81,47.62
706,0.90,"7 km NE of Fall City, Washington",2023-08-08 10:43:56.730,-121.80,47.61
707,2.12,"9 km NNE of Snoqualmie, Washington",2023-08-08 10:47:21.850,-121.77,47.60
708,0.65,"7 km NE of Fall City, Washington",2023-08-08 11:08:50.330,-121.81,47.61
709,1.23,"7 km NE of Fall City, Washington",2023-08-08 11:42:48.320,-121.81,47.61
710,2.84,"8 km ENE of Fall City, Washington",2023-08-08 11:51:12.750,-121.79,47.60
711,0.13,"8 km ENE of Fall City, Washington",2023-08-08 12:13:28.270,-121.79,47.61
712,0.21,"6 km NE of Fall City, Washington",2023-08-08 13:27:53.330,-121.83,47.62
713,1.08,"3 km W of Rosedale, Washington",2023-08-08 17:24:34.990,-122.69,47.33
714,1.00,"7 km NE of Fall City, Washington",2023-08-08 22:56:02.270,-121.81,47.61
715,0.50,"7 km ESE of Carnation, Washington",2023-08-09 01:34:43.380,-121.83,47.62
716,0.56,"14 km SSE of Carbonado, Washington",2023-08-09 02:34:41.530,-121.97,46.96
717,0.88,"6 km WSW of Lake Cavanaugh, Washington",2023-08-09 04:27:44.070,-122.10,48.31
718,0.57,Washington,2023-08-09 09:23:59.560,-121.79,47.61
719,-0.02,"23 km ENE of Ashford, Washington",2023-08-09 14:13:02.770,-121.76,46.85
720,1.04,"7 km NE of Fall City, Washington",2023-08-09 14:54:30.380,-121.81,47.61
721,1.70,"11 km E of Tanner, Washington",2023-08-09 20:41:16.250,-121.59,47.46
722,1.18,"8 km ENE of Fall City, Washington",2023-08-10 08:01:41.970,-121.79,47.61
723,0.78,Washington,2023-08-10 08:27:34.170,-121.92,46.85
724,0.14,"13 km NE of Ashford, Washington",2023-08-10 08:30:08.660,-121.92,46.85
725,0.45,"Puget Sound region, Washington",2023-08-10 11:54:13.750,-122.00,47.07
726,1.31,"2 km ENE of Kapowsin, Washington",2023-08-10 21:54:55.990,-122.20,46.99
727,0.08,Washington,2023-08-11 05:06:31.640,-121.92,46.87
728,0.19,"27 km ENE of Ashford, Washington",2023-08-11 08:42:28.720,-121.70,46.86
729,0.16,Washington,2023-08-11 12:38:58.920,-121.92,46.90
730,1.58,"2 km E of Granite Falls, Washington",2023-08-11 17:45:01.070,-121.94,48.09
731,1.05,"1 km ENE of Carbonado, Washington",2023-08-11 17:48:23.060,-122.03,47.08
732,0.97,"2 km ESE of Riverbend, Washington",2023-08-12 00:46:48.950,-121.72,47.46
733,0.99,"13 km NW of Snoqualmie Pass, Washington",2023-08-12 10:26:53.320,-121.54,47.46
734,0.61,Washington,2023-08-12 10:56:15.190,-121.72,46.84
735,0.85,"Puget Sound region, Washington",2023-08-12 19:11:21.600,-122.91,47.74
736,1.31,Washington,2023-08-12 19:38:40.130,-121.85,47.46
737,0.57,"1 km N of Ashford, Washington",2023-08-12 21:17:30.060,-122.03,46.77
738,1.08,"7 km NE of Fall City, Washington",2023-08-12 21:29:03.510,-121.80,47.61
739,1.35,"Olympic Peninsula, Washington",2023-08-13 00:22:35.810,-123.07,47.70
740,0.95,"7 km NE of Fall City, Washington",2023-08-13 03:18:43.390,-121.82,47.61
741,0.58,Washington,2023-08-13 03:46:37.540,-122.03,46.77
742,0.45,"8 km NNW of Lake Cavanaugh, Washington",2023-08-13 18:14:54.150,-122.06,48.39
743,0.50,"6 km N of Ashford, Washington",2023-08-14 18:16:27.770,-122.01,46.81
744,0.56,"23 km ENE of Ashford, Washington",2023-08-15 15:29:13.270,-121.76,46.85
745,0.67,"17 km SE of Carbonado, Washington",2023-08-15 17:57:52.650,-121.90,46.97
746,0.56,"24 km ENE of Ashford, Washington",2023-08-15 18:18:37.250,-121.75,46.86
747,0.43,"23 km ENE of Ashford, Washington",2023-08-15 21:27:16.650,-121.76,46.86
748,0.75,"23 km ENE of Ashford, Washington",2023-08-16 06:19:37.150,-121.76,46.86
749,1.10,Washington,2023-08-16 22:16:01.720,-121.60,47.46
750,0.53,Washington,2023-08-16 23:43:33.190,-121.95,46.80
751,1.98,"5 km SW of Big Lake, Washington",2023-08-17 03:37:22.130,-122.28,48.37
752,1.14,"4 km E of Carbonado, Washington",2023-08-17 07:38:29.250,-121.99,47.07
753,1.19,"Puget Sound region, Washington",2023-08-17 07:49:22.590,-122.00,47.08
754,1.38,"2 km SW of Kapowsin, Washington",2023-08-17 16:19:58.360,-122.25,46.97
755,1.40,"8 km ENE of Fall City, Washington",2023-08-18 08:39:24.720,-121.79,47.61
756,0.93,"23 km ENE of Ashford, Washington",2023-08-18 09:16:26.460,-121.76,46.85
757,2.08,"14 km N of Hoodsport, Washington",2023-08-18 10:18:36.100,-123.14,47.54
758,0.47,"12 km NE of Ashford, Washington",2023-08-18 11:07:32.230,-121.91,46.83
759,1.65,"15 km NE of Lake Cavanaugh, Washington",2023-08-18 17:41:33.170,-121.86,48.41
760,0.67,"22 km ENE of Ashford, Washington",2023-08-19 17:17:02.920,-121.76,46.85
761,0.22,"22 km ENE of Ashford, Washington",2023-08-19 19:04:46.110,-121.76,46.85
762,1.15,"5 km NNW of Belfair, Washington",2023-08-20 08:52:35.860,-122.85,47.50
763,0.56,"12 km NNE of Ashford, Washington",2023-08-20 18:59:38.800,-121.95,46.85
764,1.31,"7 km NE of Fall City, Washington",2023-08-22 04:23:14.140,-121.81,47.61
765,0.81,"2 km WNW of Lake Marcel-Stillwater, Washington",2023-08-22 08:39:17.810,-121.95,47.70
766,0.20,Washington,2023-08-22 12:40:09.920,-121.77,46.87
767,0.77,"5 km ENE of Oso, Washington",2023-08-22 15:22:08.970,-121.85,48.28
768,1.15,"3 km SE of Three Lakes, Washington",2023-08-22 20:20:17.420,-121.98,47.92
769,2.73,"16 km NE of Ashford, Washington",2023-08-22 23:44:12.250,-121.88,46.87
770,0.20,"7 km E of Ashford, Washington",2023-08-23 08:30:01.160,-121.93,46.75
771,-0.01,"16 km NE of Ashford, Washington",2023-08-23 10:32:51.950,-121.89,46.87
772,0.90,"11 km SE of Darrington, Washington",2023-08-23 13:15:08.560,-121.51,48.17
773,1.24,"10 km WNW of Greenwater, Washington",2023-08-23 17:20:52.410,-121.78,47.20
774,1.65,Washington,2023-08-23 17:43:38.000,-121.82,47.61
775,0.87,"23 km ENE of Ashford, Washington",2023-08-23 18:53:16.760,-121.76,46.86
776,1.00,"23 km ENE of Ashford, Washington",2023-08-24 06:56:25.340,-121.76,46.85
777,0.05,Washington,2023-08-24 07:33:16.280,-121.76,46.85
778,-0.36,"23 km ENE of Ashford, Washington",2023-08-24 07:43:30.280,-121.76,46.86
779,-0.61,"23 km ENE of Ashford, Washington",2023-08-24 07:43:45.680,-121.75,46.85
780,0.11,"23 km ENE of Ashford, Washington",2023-08-24 08:41:31.370,-121.76,46.86
781,0.18,"10 km NNE of Ashford, Washington",2023-08-24 09:04:10.020,-121.96,46.84
782,0.44,"23 km ENE of Ashford, Washington",2023-08-24 15:24:02.760,-121.76,46.85
783,1.21,"7 km NE of Fall City, Washington",2023-08-24 21:20:24.380,-121.81,47.61
784,1.16,Washington,2023-08-24 21:25:45.240,-121.39,47.42
785,1.47,"13 km SSE of Carbonado, Washington",2023-08-25 06:01:39.130,-121.97,46.97
786,1.43,"14 km SSE of Carbonado, Washington",2023-08-25 07:23:16.240,-121.96,46.97
787,0.89,"9 km SSW of Swede Heaven, Washington",2023-08-25 14:39:09.710,-121.77,48.20
788,0.38,Washington,2023-08-25 20:22:01.540,-121.91,46.86
789,1.67,"Puget Sound region, Washington",2023-08-26 04:04:11.200,-122.57,47.60
790,0.45,"21 km ENE of Ashford, Washington",2023-08-26 07:06:48.810,-121.78,46.86
791,0.19,"26 km N of Packwood, Washington",2023-08-26 07:18:19.880,-121.70,46.85
792,0.47,Washington,2023-08-26 09:59:17.490,-122.21,48.39
793,0.44,"22 km ENE of Ashford, Washington",2023-08-27 01:12:13.300,-121.77,46.85
794,2.07,Washington,2023-08-27 05:36:05.360,-121.95,46.78
795,1.06,"6 km ENE of Ashford, Washington",2023-08-27 05:58:27.600,-121.95,46.78
796,0.34,Washington,2023-08-27 06:30:01.970,-121.96,46.79
797,0.42,"6 km ENE of Ashford, Washington",2023-08-27 06:54:53.700,-121.95,46.77
798,0.95,"6 km ENE of Ashford, Washington",2023-08-27 09:58:08.540,-121.95,46.78
799,2.86,"5 km E of Ashford, Washington",2023-08-27 10:10:23.770,-121.96,46.77
800,0.59,"6 km ENE of Ashford, Washington",2023-08-27 10:26:15.050,-121.95,46.78
801,1.03,"5 km ENE of Ashford, Washington",2023-08-27 10:33:48.930,-121.96,46.77
802,0.38,"6 km ENE of Ashford, Washington",2023-08-27 10:36:46.980,-121.96,46.78
803,1.11,"5 km ENE of Ashford, Washington",2023-08-27 10:57:37.070,-121.96,46.77
804,1.83,"5 km ENE of Ashford, Washington",2023-08-27 11:16:32.730,-121.96,46.77
805,1.48,"5 km ENE of Ashford, Washington",2023-08-27 11:35:13.520,-121.96,46.78
806,0.52,"6 km ENE of Ashford, Washington",2023-08-27 11:37:37.230,-121.95,46.78
807,0.44,"5 km ENE of Ashford, Washington",2023-08-27 11:37:59.620,-121.97,46.77
808,0.24,"6 km ENE of Ashford, Washington",2023-08-27 11:46:16.910,-121.95,46.78
809,0.15,"5 km ENE of Ashford, Washington",2023-08-27 11:55:15.880,-121.96,46.78
810,0.49,"7 km ENE of Ashford, Washington",2023-08-27 12:36:58.390,-121.94,46.79
811,0.71,"5 km ENE of Ashford, Washington",2023-08-27 12:41:20.950,-121.96,46.78
812,0.23,"5 km ENE of Ashford, Washington",2023-08-27 12:50:23.490,-121.96,46.77
813,0.55,"6 km ENE of Ashford, Washington",2023-08-27 13:26:03.210,-121.95,46.78
814,0.49,"5 km ENE of Ashford, Washington",2023-08-27 14:02:20.400,-121.97,46.77
815,0.61,"5 km ENE of Ashford, Washington",2023-08-27 20:07:47.140,-121.96,46.78
816,0.62,"5 km ENE of Ashford, Washington",2023-08-28 01:25:08.290,-121.97,46.77
817,0.52,Washington,2023-08-28 01:58:56.490,-121.95,46.78
818,0.30,"4 km ENE of Ashford, Washington",2023-08-28 02:44:56.290,-121.97,46.77
819,0.69,"4 km ENE of Ashford, Washington",2023-08-28 04:28:20.740,-121.97,46.77
820,1.26,"5 km ENE of Ashford, Washington",2023-08-28 08:14:42.960,-121.96,46.77
821,0.22,Washington,2023-08-28 10:25:21.180,-121.96,46.78
822,0.53,"5 km ENE of Ashford, Washington",2023-08-28 12:58:31.740,-121.96,46.78
823,0.24,"8 km SSW of Brinnon, Washington",2023-08-28 13:10:08.710,-122.96,47.61
824,0.71,"5 km ENE of Ashford, Washington",2023-08-28 18:47:59.200,-121.96,46.78
825,1.33,"4 km SE of Enumclaw, Washington",2023-08-28 21:18:36.780,-121.94,47.18
826,1.17,"6 km ENE of Ashford, Washington",2023-08-28 21:51:59.670,-121.95,46.78
827,0.39,"7 km ENE of Ashford, Washington",2023-08-28 22:11:03.590,-121.94,46.78
828,1.47,"2 km SSW of Kapowsin, Washington",2023-08-28 22:50:55.450,-122.24,46.96
829,0.33,"5 km ENE of Ashford, Washington",2023-08-29 03:07:57.930,-121.96,46.78
830,1.82,"4 km S of Seabeck, Washington",2023-08-29 03:09:54.460,-122.82,47.60
831,0.18,"23 km ENE of Ashford, Washington",2023-08-29 05:07:09.160,-121.76,46.85
832,0.60,"6 km ENE of Ashford, Washington",2023-08-29 05:25:49.600,-121.95,46.78
833,0.34,"5 km ENE of Ashford, Washington",2023-08-29 05:49:48.530,-121.96,46.77
834,0.88,Washington,2023-08-29 07:44:59.430,-121.96,46.78
835,0.97,"Puget Sound region, Washington",2023-08-29 09:36:24.420,-122.20,47.64
836,0.40,"5 km ENE of Ashford, Washington",2023-08-29 10:21:44.840,-121.96,46.77
837,-0.38,"26 km ENE of Ashford, Washington",2023-08-29 20:31:05.630,-121.73,46.88
838,0.22,"6 km ENE of Ashford, Washington",2023-08-30 00:51:10.050,-121.95,46.79
839,0.58,Washington,2023-08-30 05:59:49.670,-121.96,46.78
840,0.48,"5 km ENE of Ashford, Washington",2023-08-30 06:13:26.140,-121.96,46.78
841,0.04,"13 km NE of Ashford, Washington",2023-08-30 10:32:14.980,-121.93,46.86
842,0.67,"5 km ENE of Ashford, Washington",2023-08-30 15:58:06.050,-121.96,46.78
843,1.51,"Puget Sound region, Washington",2023-08-31 01:33:19.050,-122.84,47.50
844,0.58,"25 km N of Packwood, Washington",2023-08-31 05:34:04.720,-121.70,46.83
845,0.63,"Puget Sound region, Washington",2023-08-31 13:28:27.380,-122.75,47.66
846,0.53,"5 km ENE of Ashford, Washington",2023-08-31 15:14:16.130,-121.97,46.77
847,0.42,"5 km ENE of Ashford, Washington",2023-08-31 18:25:27.160,-121.96,46.77
848,1.11,"23 km ENE of Ashford, Washington",2023-08-31 18:40:27.510,-121.76,46.85
849,1.40,"2 km E of Granite Falls, Washington",2023-08-31 19:15:06.630,-121.94,48.08
850,1.04,"4 km SSE of Mount Vernon, Washington",2023-08-31 19:30:33.790,-122.30,48.39
851,0.76,"23 km ENE of Ashford, Washington",2023-09-01 05:28:10.790,-121.76,46.85
852,0.80,"6 km ENE of Ashford, Washington",2023-09-01 08:05:55.800,-121.96,46.78
853,0.18,"20 km ENE of Ashford, Washington",2023-09-01 09:10:45.420,-121.80,46.85
854,0.16,"6 km ENE of Ashford, Washington",2023-09-01 10:55:46.780,-121.95,46.78
855,0.83,"22 km ENE of Ashford, Washington",2023-09-01 15:34:31.710,-121.75,46.83
856,0.55,"23 km ENE of Ashford, Washington",2023-09-01 15:40:04.430,-121.75,46.85
857,1.33,Washington,2023-09-02 07:37:14.650,-121.92,46.86
858,0.43,"20 km ENE of Ashford, Washington",2023-09-02 13:45:09.830,-121.78,46.83
859,0.22,"23 km ENE of Ashford, Washington",2023-09-02 13:46:33.150,-121.76,46.85
860,0.64,"5 km ENE of Ashford, Washington",2023-09-02 15:14:27.900,-121.96,46.78
861,0.86,"3 km ESE of Carbonado, Washington",2023-09-02 15:46:30.270,-122.01,47.07
862,0.32,"14 km NE of Ashford, Washington",2023-09-02 17:46:34.580,-121.91,46.86
863,2.11,"Puget Sound region, Washington",2023-09-02 18:09:50.050,-122.28,47.68
864,0.58,"23 km ENE of Ashford, Washington",2023-09-03 13:27:28.740,-121.76,46.85
865,0.35,"10 km ENE of Ashford, Washington",2023-09-04 02:23:56.080,-121.91,46.81
866,0.76,"7 km SSW of Swede Heaven, Washington",2023-09-04 06:46:54.650,-121.76,48.22
867,0.31,"24 km ENE of Ashford, Washington",2023-09-04 08:53:16.770,-121.74,46.85
868,0.58,"5 km ENE of Ashford, Washington",2023-09-04 09:30:53.610,-121.96,46.77
869,0.43,"5 km ENE of Ashford, Washington",2023-09-04 09:34:20.610,-121.96,46.77
870,1.60,Washington,2023-09-04 11:10:21.860,-121.95,47.62
871,1.15,"5 km W of Belfair, Washington",2023-09-05 04:51:59.800,-122.90,47.45
872,0.21,"21 km ENE of Ashford, Washington",2023-09-05 07:10:02.380,-121.78,46.85
873,0.54,"3 km ESE of Ashford, Washington",2023-09-05 07:18:35.520,-121.99,46.75
874,1.06,"2 km W of North Sultan, Washington",2023-09-05 10:15:10.630,-121.83,47.88
875,0.45,"23 km ENE of Ashford, Washington",2023-09-05 10:34:10.870,-121.76,46.85
876,1.43,"12 km W of Greenwater, Washington",2023-09-05 18:13:54.150,-121.82,47.17
877,0.08,"22 km ENE of Ashford, Washington",2023-09-07 05:16:48.970,-121.76,46.85
878,0.19,"12 km NE of Ashford, Washington",2023-09-07 07:08:35.800,-121.90,46.82
879,1.09,"3 km NNE of Manchester, Washington",2023-09-07 07:59:03.470,-122.53,47.58
880,0.76,"5 km E of Manchester, Washington",2023-09-07 12:13:49.990,-122.47,47.56
881,1.34,"23 km ENE of Ashford, Washington",2023-09-08 06:04:51.610,-121.76,46.86
882,1.50,"23 km ENE of Ashford, Washington",2023-09-08 06:04:57.520,-121.76,46.85
883,1.10,"23 km ENE of Ashford, Washington",2023-09-08 06:05:24.070,-121.76,46.85
884,0.01,"23 km ENE of Ashford, Washington",2023-09-08 06:07:20.510,-121.76,46.85
885,0.20,"23 km ENE of Ashford, Washington",2023-09-08 06:08:13.450,-121.76,46.85
886,0.92,"10 km ENE of Ashford, Washington",2023-09-08 12:06:44.300,-121.90,46.79
887,0.99,Washington,2023-09-08 12:26:43.660,-121.77,46.91
888,-0.07,"23 km ENE of Ashford, Washington",2023-09-08 14:48:07.080,-121.76,46.86
889,0.81,"4 km SW of Wilderness Rim, Washington",2023-09-08 16:26:38.120,-121.81,47.42
890,1.58,"9 km SSW of Carlsborg, Washington",2023-09-08 16:47:16.050,-123.24,48.01
891,1.07,"1 km E of Eatonville, Washington",2023-09-08 18:00:17.560,-122.25,46.87
892,1.27,"0 km NNW of Suquamish, Washington",2023-09-08 20:37:00.180,-122.56,47.74
893,1.48,"1 km WSW of Kapowsin, Washington",2023-09-08 23:17:17.090,-122.24,46.98
894,0.37,Washington,2023-09-09 04:39:09.070,-121.69,46.85
895,1.80,"9 km WSW of Alder, Washington",2023-09-09 07:33:33.390,-122.41,46.76
896,1.80,"11 km ENE of Enumclaw, Washington",2023-09-11 14:42:13.760,-121.85,47.24
897,1.64,"Puget Sound region, Washington",2023-09-11 17:05:16.630,-122.71,47.87
898,0.80,"2 km E of Riverside, Washington",2023-09-11 22:34:10.930,-121.97,48.11
899,0.37,"23 km ENE of Ashford, Washington",2023-09-11 22:48:24.570,-121.76,46.85
900,1.00,"3 km SSW of Lake Morton-Berrydale, Washington",2023-09-11 23:37:54.270,-122.11,47.30
901,0.81,"10 km SSW of Swede Heaven, Washington",2023-09-12 05:56:25.830,-121.76,48.20
902,0.94,"1 km WNW of Monroe, Washington",2023-09-12 09:00:32.310,-121.99,47.86
903,0.88,"22 km ENE of Ashford, Washington",2023-09-12 15:02:58.350,-121.76,46.85
904,1.05,"15 km NE of Ashford, Washington",2023-09-12 16:28:48.890,-121.89,46.86
905,1.28,"13 km SSE of Carbonado, Washington",2023-09-12 18:56:36.960,-121.99,46.96
906,0.66,"18 km WSW of Brinnon, Washington",2023-09-13 03:00:52.010,-123.12,47.61
907,0.46,"34 km NNW of Hoodsport, Washington",2023-09-13 03:43:00.020,-123.36,47.67
908,0.84,"19 km NW of Hoodsport, Washington",2023-09-13 05:27:14.680,-123.29,47.55
909,0.86,"10 km SE of Darrington, Washington",2023-09-13 05:56:29.840,-121.51,48.18
910,0.46,"5 km ENE of Ashford, Washington",2023-09-13 06:02:30.170,-121.96,46.78
911,0.78,Washington,2023-09-13 12:07:00.330,-121.96,46.78
