id,magnitude,location,timestamp,longitude,latitude
302,0.88,"23 km ENE of Ashford, Washington",2023-04-14 05:00:59.330,-121.76,46.85
303,0.06,"23 km ENE of Ashford, Washington",2023-04-14 05:24:07.810,-121.75,46.85
304,0.31,"11 km NNE of Ashford, Washington",2023-04-14 06:12:53.190,-121.96,46.85
305,0.45,"25 km N of Packwood, Washington",2023-04-14 06:28:44.050,-121.71,46.83
306,1.64,Washington,2023-04-14 16:35:46.830,-121.69,47.57
307,0.14,Washington,2023-04-15 06:36:41.650,-121.75,46.88
308,0.74,"27 km ENE of Ashford, Washington",2023-04-15 06:44:32.670,-121.72,46.87
309,1.14,"10 km SSW of Brinnon, Washington",2023-04-15 18:33:21.910,-122.95,47.59
310,-0.07,"22 km ENE of Ashford, Washington",2023-04-15 21:06:14.560,-121.76,46.85
311,0.08,"22 km ENE of Ashford, Washington",2023-04-15 21:11:57.270,-121.76,46.84
312,0.65,"21 km ENE of Ashford, Washington",2023-04-15 21:47:59.870,-121.79,46.85
313,0.44,"23 km ENE of Ashford, Washington",2023-04-16 04:04:51.230,-121.75,46.85
314,1.58,"4 km W of Bainbridge Island, Washington",2023-04-16 23:00:35.620,-122.58,47.63
315,1.20,"8 km ESE of Jamestown, Washington",2023-04-18 03:49:19.200,-122.98,48.11
316,2.00,"9 km ENE of Fall City, Washington",2023-04-18 20:47:41.700,-121.79,47.61
317,1.49,"6 km SSW of Shelton, Washington",2023-04-18 22:49:42.010,-123.12,47.16
318,0.99,"13 km NNE of Ashford, Washington",2023-04-18 23:05:20.500,-121.95,46.86
319,2.80,"2 km SW of Wilderness Rim, Washington",2023-04-19 01:00:57.520,-121.79,47.44
320,-0.83,"22 km ENE of Ashford, Washington",2023-04-19 06:52:12.010,-121.77,46.86
321,0.69,Washington,2023-04-19 18:50:09.970,-121.79,46.86
322,2.27,"6 km WSW of Shoreline, Washington",2023-04-19 19:12:57.120,-122.42,47.74
323,1.14,"5 km ENE of Oso, Washington",2023-04-19 21:10:54.820,-121.87,48.30
324,0.39,"24 km ENE of Ashford, Washington",2023-04-20 09:15:47.000,-121.75,46.88
325,0.30,"23 km ENE of Ashford, Washington",2023-04-20 11:16:15.020,-121.73,46.83
326,1.69,"1 km NE of Sequim, Washington",2023-04-21 18:50:29.210,-123.09,48.09
327,0.54,"17 km NNE of Ashford, Washington",2023-04-22 00:27:04.130,-121.95,46.91
328,2.16,"3 km NNE of Maple Valley, Washington",2023-04-22 04:26:50.310,-122.03,47.42
329,1.04,"3 km SSE of Quilcene, Washington",2023-04-22 06:13:19.060,-122.86,47.80
330,0.98,"14 km NNE of Ashford, Washington",2023-04-22 11:17:04.170,-121.93,46.87
331,0.39,"19 km NNE of Ashford, Washington",2023-04-22 17:11:30.450,-121.93,46.91
332,1.64,"2 km WSW of Burley, Washington",2023-04-22 23:28:44.750,-122.66,47.40
333,2.03,"Puget Sound region, Washington",2023-04-23 16:20:25.870,-122.33,47.55
334,0.40,"17 km SSE of Carbonado, Washington",2023-04-23 20:05:55.120,-121.96,46.94
335,0.67,"22 km ENE of Ashford, Washington",2023-04-23 22:26:28.820,-121.76,46.84
336,0.23,"24 km NE of Ashford, Washington",2023-04-24 06:51:13.730,-121.76,46.88
337,0.81,"23 km ENE of Ashford, Washington",2023-04-24 08:43:13.030,-121.76,46.85
338,0.31,"24 km ENE of Ashford, Washington",2023-04-25 06:33:06.960,-121.74,46.85
339,1.21,"8 km S of Seabeck, Washington",2023-04-25 09:06:01.020,-122.83,47.56
340,1.00,"Puget Sound region, Washington",2023-04-25 15:29:55.740,-122.86,47.78
341,1.70,"5 km SW of Port Ludlow, Washington",2023-04-25 20:48:57.990,-122.74,47.89
342,0.69,"23 km ENE of Ashford, Washington",2023-04-26 03:39:36.970,-121.76,46.86
343,0.12,Washington,2023-04-26 06:44:06.410,-121.96,46.90
344,1.58,"3 km SSE of Quilcene, Washington",2023-04-26 08:08:02.530,-122.85,47.79
345,0.16,"20 km ENE of Ashford, Washington",2023-04-26 13:00:58.900,-121.80,46.85
346,1.38,"Puget Sound region, Washington",2023-04-26 13:33:53.740,-122.69,47.72
347,-0.08,"24 km ENE of Ashford, Washington",2023-04-26 17:18:00.650,-121.75,46.87
348,0.89,Washington,2023-04-26 18:12:30.590,-121.67,48.16
349,0.26,Washington,2023-04-27 00:46:11.880,-121.75,46.85
350,1.60,"11 km W of Greenwater, Washington",2023-04-27 20:34:54.000,-121.80,47.16
351,0.24,"16 km NNE of Ashford, Washington",2023-04-28 03:13:28.360,-121.92,46.88
352,0.14,"23 km ENE of Ashford, Washington",2023-04-28 14:44:10.030,-121.76,46.85
353,0.27,"23 km ENE of Ashford, Washington",2023-04-28 15:14:09.960,-121.76,46.86
354,1.55,"0 km N of Lake Marcel-Stillwater, Washington",2023-04-28 22:00:34.390,-121.91,47.70
355,1.44,"22 km ENE of Ashford, Washington",2023-04-29 05:32:43.730,-121.76,46.85
356,1.60,"22 km ENE of Ashford, Washington",2023-04-29 05:39:06.970,-121.76,46.84
357,0.63,"22 km ENE of Ashford, Washington",2023-04-29 05:39:45.280,-121.76,46.85
358,0.31,Washington,2023-04-29 05:48:00.440,-121.76,46.84
359,0.17,"22 km ENE of Ashford, Washington",2023-04-29 05:53:01.150,-121.76,46.84
360,1.40,"9 km S of Port Hadlock-Irondale, Washington",2023-04-29 09:47:31.350,-122.81,47.95
361,0.46,"14 km NNE of Ashford, Washington",2023-04-30 09:57:25.890,-121.93,46.87
362,0.01,"22 km ENE of Ashford, Washington",2023-05-01 00:21:15.720,-121.76,46.85
363,0.40,"14 km NNE of Ashford, Washington",2023-05-01 03:53:21.300,-121.94,46.88
364,0.92,"Puget Sound region, Washington",2023-05-01 05:02:27.630,-122.45,47.75
365,1.05,"2 km E of Kapowsin, Washington",2023-05-01 22:27:50.280,-122.20,46.98
366,0.45,"24 km ENE of Ashford, Washington",2023-05-02 22:56:39.070,-121.76,46.88
367,0.27,"25 km ENE of Ashford, Washington",2023-05-03 14:59:07.670,-121.75,46.88
368,0.97,"19 km NNW of Jamestown, Washington",2023-05-04 00:29:01.200,-123.18,48.29
369,0.37,"10 km ESE of Wilkeson, Washington",2023-05-04 09:10:31.370,-121.91,47.08
370,0.73,Washington,2023-05-04 10:52:07.960,-121.94,47.18
371,0.87,"3 km SE of Enumclaw, Washington",2023-05-04 11:50:10.200,-121.95,47.18
372,1.44,"1 km SE of Kapowsin, Washington",2023-05-04 21:18:01.130,-122.21,46.98
373,0.33,"17 km NNE of Ashford, Washington",2023-05-05 09:31:17.930,-121.94,46.90
374,0.39,"22 km ENE of Ashford, Washington",2023-05-05 18:04:04.010,-121.76,46.85
375,0.89,"6 km ESE of Enumclaw, Washington",2023-05-05 20:00:24.780,-121.91,47.18
376,1.68,"4 km E of Granite Falls, Washington",2023-05-05 21:31:17.250,-121.91,48.09
377,1.61,"3 km W of Belfair, Washington",2023-05-06 01:07:51.640,-122.87,47.45
378,0.31,"23 km ENE of Ashford, Washington",2023-05-06 13:12:38.120,-121.75,46.86
379,0.04,"23 km ENE of Ashford, Washington",2023-05-06 13:52:17.670,-121.75,46.85
380,0.29,"15 km NNE of Ashford, Washington",2023-05-06 22:56:41.200,-121.94,46.88
381,0.11,Washington,2023-05-07 06:38:31.880,-121.73,46.90
382,0.33,"24 km ENE of Ashford, Washington",2023-05-07 13:46:43.680,-121.75,46.85
383,0.75,"5 km N of Lake Marcel-Stillwater, Washington",2023-05-07 13:48:18.590,-121.90,47.74
384,1.06,"6 km NE of Mirrormont, Washington",2023-05-07 16:13:25.390,-121.94,47.51
385,1.22,"14 km W of Skokomish, Washington",2023-05-07 18:20:15.640,-123.36,47.33
386,1.35,"7 km N of Brinnon, Washington",2023-05-08 02:12:04.870,-122.90,47.75
387,0.09,Washington,2023-05-08 03:29:46.240,-121.99,46.93
388,0.39,Washington,2023-05-08 08:25:05.390,-121.78,46.88
389,0.21,Washington,2023-05-08 08:44:10.040,-121.75,46.89
390,1.12,Washington,2023-05-08 20:05:04.850,-121.76,47.25
391,0.04,"24 km ENE of Ashford, Washington",2023-05-09 00:17:02.460,-121.75,46.87
392,1.23,"2 km W of Sammamish, Washington",2023-05-09 01:11:48.020,-122.11,47.64
393,0.28,Washington,2023-05-09 05:51:45.550,-121.78,46.85
394,0.00,"25 km ENE of Ashford, Washington",2023-05-09 10:51:49.290,-121.76,46.88
395,1.07,"2 km E of Swede Heaven, Washington",2023-05-09 17:53:31.180,-121.69,48.28
396,1.61,"Puget Sound region, Washington",2023-05-09 23:25:59.280,-122.18,47.79
397,1.18,Washington,2023-05-10 08:05:07.440,-122.23,48.43
398,0.02,"23 km ENE of Ashford, Washington",2023-05-10 08:43:30.150,-121.76,46.85
399,-0.50,Washington,2023-05-10 08:51:39.960,-121.71,46.90
400,0.76,"11 km NE of Verlot, Washington",2023-05-10 09:06:20.500,-121.67,48.16
401,0.86,"3 km SSW of Roosevelt, Washington",2023-05-10 15:59:57.880,-122.02,47.86
402,0.04,"22 km ENE of Ashford, Washington",2023-05-10 23:10:07.500,-121.78,46.86
403,0.03,"25 km ENE of Ashford, Washington",2023-05-11 10:45:09.850,-121.73,46.86
404,0.30,"14 km NNE of Ashford, Washington",2023-05-11 13:40:05.460,-121.93,46.87
405,2.62,"11 km WNW of Hoodsport, Washington",2023-05-11 17:16:36.640,-123.28,47.45
406,-0.02,"23 km ENE of Ashford, Washington",2023-05-11 17:22:46.300,-121.76,46.85
407,1.43,"5 km SSW of Shelton, Washington",2023-05-11 18:18:24.120,-123.12,47.16
408,1.75,"4 km NNW of Bryant, Washington",2023-05-11 19:49:42.110,-122.17,48.28
409,0.51,"25 km N of Packwood, Washington",2023-05-12 14:38:47.390,-121.71,46.83
410,1.31,"2 km E of Kapowsin, Washington",2023-05-12 21:11:56.310,-122.20,46.99
411,0.49,"23 km ENE of Ashford, Washington",2023-05-12 22:30:12.120,-121.74,46.82
412,0.88,"7 km NNE of Lake Marcel-Stillwater, Washington",2023-05-12 23:46:19.440,-121.89,47.75
413,1.39,"4 km NE of Dash Point, Washington",2023-05-13 08:28:39.200,-122.38,47.35
414,1.22,"0 km W of City of Sammamish, Washington",2023-05-13 09:17:30.670,-122.05,47.60
415,0.56,"23 km ENE of Ashford, Washington",2023-05-14 17:08:38.320,-121.76,46.86
416,0.96,"0 km E of Sumner, Washington",2023-05-14 21:21:18.790,-122.23,47.20
417,1.15,"5 km N of Kingston, Washington",2023-05-15 09:35:31.680,-122.50,47.85
418,0.58,"24 km NE of Ashford, Washington",2023-05-15 21:30:13.180,-121.77,46.88
419,1.48,"5 km W of Kingston, Washington",2023-05-16 17:33:11.610,-122.58,47.80
420,1.83,"4 km SSW of Port Ludlow, Washington",2023-05-16 18:34:41.030,-122.71,47.89
421,1.57,Washington,2023-05-16 23:50:15.750,-121.76,46.85
422,0.49,"21 km ENE of Ashford, Washington",2023-05-17 00:33:59.370,-121.78,46.83
423,0.13,"14 km NNE of Ashford, Washington",2023-05-17 02:25:45.000,-121.98,46.89
424,0.16,"26 km ENE of Ashford, Washington",2023-05-17 07:56:44.240,-121.73,46.87
425,1.45,"4 km SE of Wilderness Rim, Washington",2023-05-17 10:13:28.930,-121.72,47.42
426,0.82,"5 km W of Lake Cavanaugh, Washington",2023-05-17 12:30:34.890,-122.10,48.32
427,0.21,"22 km ENE of Ashford, Washington",2023-05-17 14:55:13.700,-121.77,46.84
428,0.03,"22 km ENE of Ashford, Washington",2023-05-17 15:09:28.610,-121.77,46.84
429,0.15,"22 km ENE of Ashford, Washington",2023-05-17 15:18:25.400,-121.76,46.84
430,0.92,"19 km ENE of Ashford, Washington",2023-05-17 15:42:25.900,-121.80,46.85
431,1.44,"3 km NNE of Woods Creek, Washington",2023-05-17 20:50:39.570,-121.88,47.91
432,1.57,"0 km NNE of Lake Marcel-Stillwater, Washington",2023-05-18 04:38:54.820,-121.91,47.70
433,2.25,"6 km SE of Port Ludlow, Washington",2023-05-18 16:21:11.650,-122.63,47.88
434,0.46,"11 km NE of Ashford, Washington",2023-05-19 02:50:58.770,-121.92,46.82
435,1.81,"1 km ESE of Union Hill-Novelty Hill, Washington",2023-05-19 07:09:58.770,-122.01,47.67
436,0.49,"8 km E of Ashford, Washington",2023-05-19 07:46:53.190,-121.92,46.76
437,0.92,"7 km ENE of Clear Lake, Washington",2023-05-19 19:59:31.890,-122.14,48.48
438,0.15,"15 km NNE of Ashford, Washington",2023-05-20 05:51:24.340,-121.96,46.89
439,0.40,"20 km SSE of Carbonado, Washington",2023-05-20 16:35:31.420,-121.92,46.92
440,1.54,"0 km WNW of Pacific, Washington",2023-05-20 18:09:39.710,-122.26,47.27
441,0.84,"1 km SSW of Lea Hill, Washington",2023-05-20 18:11:57.000,-122.19,47.31
442,0.55,Washington,2023-05-20 18:55:24.070,-121.95,46.97
443,0.43,"13 km NNE of Ashford, Washington",2023-05-20 19:35:42.680,-121.99,46.88
444,0.25,"14 km NNE of Ashford, Washington",2023-05-20 19:42:20.690,-121.99,46.89
445,1.17,"1 km WNW of Pacific, Washington",2023-05-20 20:18:27.620,-122.27,47.27
446,1.05,"0 km S of Algona, Washington",2023-05-20 21:06:01.260,-122.25,47.27
447,0.75,"21 km ENE of Ashford, Washington",2023-05-21 04:22:54.520,-121.75,46.81
448,0.88,"10 km WNW of Skokomish, Washington",2023-05-21 10:04:46.180,-123.28,47.38
449,0.26,"13 km NE of Ashford, Washington",2023-05-21 20:29:46.860,-121.92,46.85
450,0.52,"25 km NE of Ashford, Washington",2023-05-22 00:46:44.580,-121.76,46.89
451,1.21,"8 km NW of Belfair, Washington",2023-05-22 16:49:13.220,-122.90,47.51
452,1.54,"2 km E of Granite Falls, Washington",2023-05-22 21:29:59.290,-121.94,48.09
453,1.27,"12 km ESE of Enumclaw, Washington",2023-05-22 23:02:12.850,-121.84,47.15
454,0.78,"7 km ENE of Ashford, Washington",2023-05-23 05:07:45.340,-121.94,46.79
455,3.11,"6 km N of Camano, Washington",2023-05-23 07:21:34.690,-122.52,48.23
456,0.23,Washington,2023-05-23 08:49:02.450,-121.98,46.87
457,1.03,"6 km ENE of Lake Cavanaugh, Washington",2023-05-23 10:40:37.900,-121.95,48.36
458,0.94,"10 km NE of Ashford, Washington",2023-05-23 16:30:18.950,-121.94,46.83
459,0.91,"2 km NNE of Kapowsin, Washington",2023-05-23 22:15:05.160,-122.21,47.01
460,0.15,Washington,2023-05-24 06:09:30.390,-121.93,46.85
461,0.65,"0 km E of Carbonado, Washington",2023-05-25 19:21:22.260,-122.05,47.08
462,0.17,"23 km ENE of Ashford, Washington",2023-05-26 04:54:40.350,-121.76,46.86
463,0.74,"14 km NE of Ashford, Washington",2023-05-26 05:22:46.920,-121.90,46.85
464,0.18,"14 km NE of Ashford, Washington",2023-05-26 14:45:52.910,-121.92,46.87
465,0.93,"2 km NE of Swede Heaven, Washington",2023-05-26 17:00:29.210,-121.70,48.30
466,1.43,"Puget Sound region, Washington",2023-05-26 19:24:31.280,-122.88,47.81
467,1.09,"10 km SSE of Rainier, Washington",2023-05-26 19:39:44.120,-122.65,46.80
468,0.17,"17 km SE of Carbonado, Washington",2023-05-26 20:49:58.880,-121.89,46.96
469,0.01,"23 km ENE of Ashford, Washington",2023-05-27 21:23:30.570,-121.76,46.85
470,1.26,"40 km SSW of Port Angeles, Washington",2023-05-27 22:44:38.060,-123.57,47.76
471,1.25,"6 km ESE of Quilcene, Washington",2023-05-28 11:16:13.170,-122.80,47.81
472,1.00,"23 km ENE of Ashford, Washington",2023-05-28 17:04:44.750,-121.76,46.85
473,0.23,"23 km ENE of Ashford, Washington",2023-05-28 17:42:39.570,-121.76,46.85
474,1.41,"4 km SE of Bethel, Washington",2023-05-28 21:41:08.090,-122.58,47.47
475,1.28,"3 km SW of Wauna, Washington",2023-05-28 21:51:56.920,-122.68,47.36
476,0.94,"2 km WNW of Mount Vernon, Washington",2023-05-29 08:43:27.100,-122.37,48.43
477,1.24,"4 km WNW of Gorst, Washington",2023-05-29 09:12:14.490,-122.76,47.53
478,1.03,"Puget Sound region, Washington",2023-05-31 05:35:27.480,-122.85,47.79
479,1.24,"4 km NNE of White Center, Washington",2023-05-31 07:50:45.570,-122.33,47.55
480,1.11,"1 km SSW of Quilcene, Washington",2023-05-31 17:44:40.060,-122.88,47.81
481,0.19,"23 km ENE of Ashford, Washington",2023-06-01 04:12:31.700,-121.76,46.86
482,0.92,"23 km ENE of Ashford, Washington",2023-06-01 10:15:58.960,-121.75,46.85
483,0.36,"23 km ENE of Ashford, Washington",2023-06-01 11:12:43.090,-121.75,46.85
484,0.89,Washington,2023-06-02 02:04:37.480,-121.60,48.18
485,0.85,"4 km NNE of Bainbridge Island, Washington",2023-06-02 04:22:43.700,-122.50,47.66
486,1.90,"2 km NW of Chico, Washington",2023-06-02 13:23:56.160,-122.73,47.63
487,1.67,Washington,2023-06-03 03:03:25.940,-122.47,48.09
488,0.91,"4 km W of Arlington, Washington",2023-06-03 04:16:39.230,-122.18,48.20
489,0.07,"23 km ENE of Ashford, Washington",2023-06-03 05:36:03.600,-121.76,46.86
490,0.29,Washington,2023-06-03 06:27:57.920,-121.76,46.85
491,0.47,"19 km NNE of Ashford, Washington",2023-06-03 09:02:16.210,-121.94,46.92
492,0.15,"14 km NNE of Ashford, Washington",2023-06-03 09:32:27.100,-121.94,46.88
493,1.12,"4 km SSE of Quilcene, Washington",2023-06-03 09:51:07.790,-122.85,47.79
494,0.47,"0 km E of Ames Lake, Washington",2023-06-04 07:49:04.710,-121.95,47.63
495,0.27,Washington,2023-06-04 14:55:04.260,-121.76,46.85
496,0.28,"16 km NNE of Ashford, Washington",2023-06-04 16:51:05.620,-121.92,46.89
497,1.28,"0 km WNW of Algona, Washington",2023-06-04 22:24:50.760,-122.26,47.28
498,0.08,"23 km ENE of Ashford, Washington",2023-06-05 07:59:39.050,-121.76,46.85
499,0.62,"12 km NNE of Ashford, Washington",2023-06-05 22:44:06.330,-121.94,46.86
500,0.75,"0 km WSW of Oso, Washington",2023-06-05 22:59:20.730,-121.94,48.27
501,0.23,"11 km NE of Ashford, Washington",2023-06-06 05:15:13.210,-121.93,46.84
502,0.43,"13 km NNE of Ashford, Washington",2023-06-06 13:13:21.250,-121.99,46.88
503,0.31,"13 km NNE of Ashford, Washington",2023-06-06 13:30:18.400,-121.99,46.88
504,0.35,"14 km NNE of Ashford, Washington",2023-06-06 13:48:05.400,-121.98,46.88
505,0.12,"23 km ENE of Ashford, Washington",2023-06-06 15:49:21.950,-121.76,46.86
506,1.68,"2 km ENE of Granite Falls, Washington",2023-06-06 21:40:14.830,-121.94,48.09
507,0.23,"23 km ENE of Ashford, Washington",2023-06-06 23:16:12.690,-121.76,46.85
508,1.78,"8 km ESE of Tanner, Washington",2023-06-08 15:25:28.100,-121.63,47.46
509,2.35,"21 km NE of Ashford, Washington",2023-06-08 22:34:11.200,-121.87,46.91
510,1.18,"8 km SW of Port Ludlow, Washington",2023-06-12 06:10:15.200,-122.77,47.87
511,0.27,"11 km NE of Ashford, Washington",2023-06-12 06:18:23.690,-121.94,46.83
512,0.91,"14 km ESE of Enumclaw, Washington",2023-06-13 20:01:39.450,-121.84,47.13
513,0.69,"0 km NNW of Crocker, Washington",2023-06-14 16:57:51.920,-122.11,47.08
514,-0.35,"9 km NE of Ashford, Washington",2023-06-14 23:30:22.780,-121.95,46.82
515,0.38,Washington,2023-06-15 20:17:50.630,-121.88,46.91
516,1.92,"3 km NNE of White Center, Washington",2023-06-15 22:43:05.420,-122.33,47.55
517,0.95,"4 km ENE of Swede Heaven, Washington",2023-06-16 17:37:27.280,-121.68,48.31
518,1.56,"4 km NNE of Oso, Washington",2023-06-16 19:26:04.820,-121.90,48.31
519,0.16,"22 km ENE of Ashford, Washington",2023-06-17 07:25:41.620,-121.76,46.86
520,0.12,"22 km ENE of Ashford, Washington",2023-06-17 07:48:22.430,-121.77,46.85
521,0.26,"22 km ENE of Ashford, Washington",2023-06-17 08:08:52.580,-121.76,46.85
522,0.84,"17 km SE of Carbonado, Washington",2023-06-17 08:09:40.810,-121.91,46.95
523,0.73,"22 km ENE of Ashford, Washington",2023-06-17 08:34:13.600,-121.76,46.85
524,1.08,"Puget Sound region, Washington",2023-06-17 22:24:48.860,-122.48,47.96
525,1.34,"1 km S of Esperance, Washington",2023-06-17 23:54:40.450,-122.36,47.78
526,0.46,"24 km ENE of Ashford, Washington",2023-06-18 04:12:22.770,-121.73,46.85
527,1.58,"9 km W of Greenwater, Washington",2023-06-18 07:40:10.420,-121.78,47.16
528,1.24,"12 km E of Ashford, Washington",2023-06-18 08:22:48.720,-121.87,46.76
529,0.59,"22 km ENE of Ashford, Washington",2023-06-18 08:37:02.240,-121.76,46.84
530,0.27,"24 km ENE of Ashford, Washington",2023-06-18 13:11:32.870,-121.76,46.88
531,1.73,"18 km NNE of Ashford, Washington",2023-06-18 22:33:48.650,-121.92,46.91
532,1.60,"6 km WSW of Darrington, Washington",2023-06-19 05:33:02.000,-121.67,48.23
533,0.96,"4 km SW of Darrington, Washington",2023-06-19 05:47:11.040,-121.65,48.23
534,0.87,"23 km ENE of Ashford, Washington",2023-06-19 13:57:58.550,-121.75,46.85
535,0.27,"5 km NE of Ashford, Washington",2023-06-19 18:02:17.630,-121.98,46.79
536,0.42,"15 km NNE of Ashford, Washington",2023-06-19 19:04:03.950,-121.99,46.90
537,1.35,"3 km W of Kapowsin, Washington",2023-06-19 21:42:52.340,-122.27,46.98
538,0.12,"23 km ENE of Ashford, Washington",2023-06-20 10:07:12.280,-121.76,46.86
539,1.10,"3 km ESE of Enumclaw, Washington",2023-06-20 23:33:27.720,-121.95,47.19
540,1.83,"1 km SSW of Three Lakes, Washington",2023-06-21 03:58:53.840,-122.02,47.93
541,1.31,"23 km ENE of Ashford, Washington",2023-06-21 08:23:58.980,-121.75,46.85
542,1.58,"1 km WSW of Seattle, Washington",2023-06-21 11:39:39.370,-122.36,47.60
543,0.79,"11 km W of Greenwater, Washington",2023-06-22 08:58:31.050,-121.80,47.16
544,1.38,"2 km ENE of Granite Falls, Washington",2023-06-22 18:54:06.230,-121.93,48.09
545,0.56,"10 km NNE of Snoqualmie, Washington",2023-06-22 23:21:43.180,-121.76,47.62
546,0.97,Washington,2023-06-23 08:17:13.680,-121.64,47.97
547,1.39,"6 km S of Vashon, Washington",2023-06-23 12:27:14.620,-122.46,47.39
548,1.45,"15 km NNE of Ashford, Washington",2023-06-24 17:59:52.170,-121.94,46.88
549,0.34,Washington,2023-06-25 07:32:54.650,-121.92,46.89
550,0.28,"22 km ENE of Ashford, Washington",2023-06-25 11:37:25.510,-121.76,46.85
551,0.26,"5 km ENE of Ashford, Washington",2023-06-25 14:14:11.840,-121.97,46.78
552,1.26,"1 km W of Southworth, Washington",2023-06-26 17:14:03.510,-122.52,47.51
553,0.99,Washington,2023-06-26 21:52:06.060,-121.59,47.94
554,1.36,"3 km WNW of Quilcene, Washington",2023-06-27 00:03:20.170,-122.92,47.83
555,0.37,"23 km ENE of Ashford, Washington",2023-06-27 08:29:19.990,-121.76,46.85
556,0.58,"23 km ENE of Ashford, Washington",2023-06-27 15:16:54.820,-121.76,46.85
557,0.27,"23 km ENE of Ashford, Washington",2023-06-28 01:41:35.970,-121.76,46.85
558,1.39,"4 km SW of Coupeville, Washington",2023-06-28 02:49:11.410,-122.72,48.19
559,0.18,"16 km NNE of Ashford, Washington",2023-06-28 07:13:27.620,-121.93,46.88
560,1.31,"23 km ENE of Ashford, Washington",2023-06-28 19:19:51.770,-121.75,46.86
561,0.10,Washington,2023-06-28 19:23:38.650,-121.75,46.85
562,0.31,"16 km NNE of Ashford, Washington",2023-06-29 14:51:00.100,-121.92,46.89
563,1.74,"1 km S of Quilcene, Washington",2023-06-29 15:50:59.750,-122.87,47.81
564,1.23,"2 km E of Kapowsin, Washington",2023-06-29 23:31:07.310,-122.20,46.98
565,0.31,"16 km NNE of Ashford, Washington",2023-06-30 19:16:27.800,-121.92,46.89
566,0.40,"13 km NNE of Ashford, Washington",2023-07-01 03:28:01.230,-121.98,46.87
567,0.45,"16 km NNE of Ashford, Washington",2023-07-01 04:59:02.650,-121.93,46.89
568,0.35,Washington,2023-07-01 09:22:21.530,-121.89,46.86
569,0.01,"24 km ENE of Ashford, Washington",2023-07-01 14:06:52.210,-121.75,46.86
570,0.82,"23 km ENE of Ashford, Washington",2023-07-01 22:38:59.820,-121.75,46.85
571,0.87,"10 km S of Sultan, Washington",2023-07-02 10:51:10.500,-121.83,47.77
572,0.47,"16 km NNE of Ashford, Washington",2023-07-02 11:17:13.060,-121.93,46.89
573,0.73,"Puget Sound region, Washington",2023-07-02 17:31:57.330,-122.78,47.86
574,0.47,"24 km ENE of Ashford, Washington",2023-07-02 18:41:33.330,-121.76,46.86
575,1.07,"14 km NE of Lake Cavanaugh, Washington",2023-07-04 13:30:28.000,-121.86,48.41
576,1.19,"4 km SW of Fall City, Washington",2023-07-04 13:54:34.830,-121.93,47.53
577,2.79,"0 km NE of Maple Valley, Washington",2023-07-04 15:52:54.430,-122.04,47.40
578,0.31,"13 km NNE of Ashford, Washington",2023-07-04 22:18:29.870,-121.98,46.87
579,0.34,"16 km NNE of Ashford, Washington",2023-07-05 03:57:57.100,-121.93,46.89
580,1.34,"8 km WNW of Port Hadlock-Irondale, Washington",2023-07-05 09:09:27.270,-122.88,48.06
581,2.22,"6 km WSW of Lofall, Washington",2023-07-06 15:25:37.150,-122.74,47.78
582,1.53,"13 km W of Greenwater, Washington",2023-07-06 17:34:34.080,-121.82,47.17
583,1.46,"1 km ENE of Granite Falls, Washington",2023-07-06 18:30:06.710,-121.95,48.09
584,2.57,"20 km S of Friday Harbor, Washington",2023-07-07 09:12:34.430,-123.00,48.35
585,1.97,"14 km S of May Creek, Washington",2023-07-07 15:18:35.680,-121.70,47.73
586,1.39,"4 km SW of Hansville, Washington",2023-07-07 18:50:34.890,-122.59,47.89
587,0.90,Washington,2023-07-07 20:30:04.850,-121.61,48.23
588,1.61,"5 km W of Gorst, Washington",2023-07-07 23:13:32.890,-122.78,47.53
589,1.27,"6 km SSW of Clinton, Washington",2023-07-08 06:15:50.630,-122.40,47.92
590,0.71,"13 km S of Gold Bar, Washington",2023-07-08 08:47:31.580,-121.72,47.74
591,0.26,"23 km ENE of Ashford, Washington",2023-07-08 10:26:53.430,-121.76,46.86
592,0.30,"17 km NNE of Ashford, Washington",2023-07-08 18:06:11.640,-121.91,46.89
593,1.15,"13 km S of Gold Bar, Washington",2023-07-09 05:38:03.570,-121.72,47.73
594,0.85,"24 km ENE of Ashford, Washington",2023-07-10 00:07:10.240,-121.75,46.86
595,0.21,"12 km NE of Ashford, Washington",2023-07-10 00:31:08.590,-121.91,46.83
596,1.32,"5 km N of Belfair, Washington",2023-07-10 00:37:16.070,-122.82,47.50
597,0.97,"3 km SSW of Darrington, Washington",2023-07-10 04:26:57.670,-121.62,48.22
598,0.56,Washington,2023-07-10 04:32:48.120,-121.89,46.94
599,1.00,"1 km NNW of Bonney Lake, Washington",2023-07-10 06:54:13.910,-122.19,47.19
600,0.05,"24 km ENE of Ashford, Washington",2023-07-10 12:17:36.190,-121.73,46.83
601,0.34,"9 km ENE of Ashford, Washington",2023-07-10 18:24:45.510,-121.92,46.80
602,0.40,"7 km NE of Ashford, Washington",2023-07-11 07:48:40.680,-121.95,46.80
603,0.37,"11 km NE of Ashford, Washington",2023-07-11 08:06:03.730,-121.94,46.84
604,0.06,"18 km SSE of Carbonado, Washington",2023-07-11 11:31:44.390,-121.93,46.94
605,0.38,"16 km NNE of Ashford, Washington",2023-07-11 14:04:11.080,-121.94,46.89
606,2.58,"Puget Sound region, Washington",2023-07-11 18:12:58.050,-122.92,47.53
